"dates","invoice_no","item_name","price","quantity","sub_total","discount","tax","final_total","table_number","server_name","category"
"2023-08-17","27346","Egg Briyani With Raitha And Chicken Gravy","140","1","140","0","7","147","45","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27345","Romali Roti (1 No)","50","4","200","0","10","210","49","biller","Indian Breads"
"2023-08-17","27345","Chapathi (2 No)","50","4","200","0","10","210","49","biller","Indian Breads"
"2023-08-17","27345","Mushroom Masala","150","1","150","0","7.5","157.5","49","biller","Veg Gravy"
"2023-08-17","27345","Kadai Vegetable","150","1","150","0","7.5","157.5","49","biller","Veg Gravy"
"2023-08-17","27344","Chicken Biriyani With Raitha And Gravy","160","3","480","0","24","504","10","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27344","Chicken Fried Rice","160","2","320","0","16","336","10","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27344","Egg Fried Rice","140","1","140","0","7","147","10","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27344","Schezwan Chicken  Fried Rice","160","1","160","0","8","168","10","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27344","Singapore Noodles Non-veg","170","1","170","0","8.5","178.5","10","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27344","Chapathi (2 No)","50","7","350","0","17.5","367.5","10","biller","Indian Breads"
"2023-08-17","27344","Karaikudi Kozhi Kozhimbu","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-17","27344","Hydrabadi Chicken Masala","170","1","170","0","8.5","178.5","10","biller","Non Veg Gravy"
"2023-08-17","27344","Paneer Butter Masala","150","1","150","0","7.5","157.5","10","biller","Veg Gravy"
"2023-08-17","27343","Soft Drink 600ml","40","1","40","0","2","42","49","biller","Deserts & Mocktails"
"2023-08-17","27342","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-08-17","27341","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","3","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27340","French Fries","100","1","100","0","5","105","5","biller","Veg Starters"
"2023-08-17","27340","Baby Corn 65","160","1","160","0","8","168","5","biller","Veg Starters"
"2023-08-17","27339","Strawberry Scoop","80","1","80","0","4","84","14","biller","Deserts & Mocktails"
"2023-08-17","27339","Venilla Scoop","80","1","80","0","4","84","14","biller","Deserts & Mocktails"
"2023-08-17","27339","Oreo Scoop","99","1","99","0","4.96","103.96","14","biller","Deserts & Mocktails"
"2023-08-17","27338","Mushroom Fried Rice","140","1","140","0","7","147","13","biller","VEG BIRYANI & RICE"
"2023-08-17","27338","Romali Roti (1 No)","50","3","150","0","7.5","157.5","13","biller","Indian Breads"
"2023-08-17","27338","Mushroom Gravy","150","1","150","0","7.5","157.5","13","biller","Veg Gravy"
"2023-08-17","27338","Dragon Paneer","150","1","150","0","7.5","157.5","13","biller","Veg Starters"
"2023-08-17","27338","Mineral Water","20","1","20","0","1","21","13","biller","Deserts & Mocktails"
"2023-08-17","27337","Schewan Chicken Noodle","160","1","160","0","8","168","6","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27336","Romali Roti (1 No)","50","4","200","0","10","210","15","biller","Indian Breads"
"2023-08-17","27336","Chapathi (2 No)","50","1","50","0","2.5","52.5","15","biller","Indian Breads"
"2023-08-17","27336","Kadai Paneer","150","1","150","0","7.5","157.5","15","biller","Veg Gravy"
"2023-08-17","27336","Chicken Biriyani With Raitha And Gravy","160","1","160","0","8","168","15","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27335","Plain Briyani With Raitha, Gravy.","130","1","130","0","6.5","136.5","4","biller","VEG BIRYANI & RICE"
"2023-08-17","27335","Honey Chicken","190","1","190","0","9.5","199.5","4","biller","NON VEG STARTERS CHICKEN"
"2023-08-17","27334","Mineral Water","20","1","20","0","1","21","50","biller","Deserts & Mocktails"
"2023-08-17","27333","Chicken Fried Rice","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-08-17","27333","Chicken 65 Boneless","190","1","190","0","9.5","199.5","50","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Baby Corn Pepper Fry","160","1","160","0","8","168","47","biller","Veg Starters"
"2023-08-16","27332","Chilli Paneer","140","1","140","0","7","147","47","biller","Veg Starters"
"2023-08-16","27332","Dhai Poori","50","1","50","0","2.5","52.5","47","biller","Veg Starters"
"2023-08-16","27332","Dragon Babycorn","160","1","160","0","8","168","47","biller","Veg Starters"
"2023-08-16","27332","Dragon Paneer","150","1","150","0","7.5","157.5","47","biller","Veg Starters"
"2023-08-16","27332","French Fries","100","1","100","0","5","105","47","biller","Veg Starters"
"2023-08-16","27332","Gobi Mushroom","120","1","120","0","6","126","47","biller","Veg Starters"
"2023-08-16","27332","Grill Chicken (full)","389","1","389","0","19.46","408.46","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Grill Chicken (half)","199","1","199","0","9.94","208.94","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Chilly Chicken Dry","190","1","190","0","9.5","199.5","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Chicken Lolly Pop","190","1","190","0","9.5","199.5","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Chicken 65 Boneless","190","1","190","0","9.5","199.5","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27332","Karaikudi Chicken","170","1","170","0","8.5","178.5","47","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Hot And Sour Chicken Soup","90","2","180","0","9","189","48","biller","Non Veg Soup"
"2023-08-16","27331","Chicken Roast","160","1","160","0","8","168","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Pichipotta Kozhivaruval","160","1","160","0","8","168","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Pichi Potta Kozhi Varuval","160","1","160","0","8","168","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Pepper Chicken Boneless","199","1","199","0","9.94","208.94","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Nattukozhi Mallivaruval","250","1","250","0","12.5","262.5","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Kozhi Sukka","160","1","160","0","8","168","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Honey Chicken","190","1","190","0","9.5","199.5","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Kozhi Milaghuperattal","160","1","160","0","8","168","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Kozhi Malliperattal","170","1","170","0","8.5","178.5","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27331","Karaikudi Chicken","170","1","170","0","8.5","178.5","48","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Chicken 65 Boneless","190","2","380","0","19","399","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Chicken Kati Roll","120","2","240","0","12","252","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Chicken Lolly Pop","190","1","190","0","9.5","199.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Chilly Chicken Dry","190","1","190","0","9.5","199.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Grill Chicken (half)","199","1","199","0","9.94","208.94","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Kozhi Milaghuperattal","160","1","160","0","8","168","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Dragon Chicken","190","1","190","0","9.5","199.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Honey Chicken","190","1","190","0","9.5","199.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27330","Kumpo Chicken","190","1","190","0","9.5","199.5","49","biller","NON VEG STARTERS CHICKEN"
"2023-08-16","27329","Chicken Fried Rice","160","2","320","0","16","336","50","biller","NON VEG BRIYANI & RICE"
"2023-08-16","27329","Chicken Biriyani With Raitha And Gravy","160","3","480","0","24","504","50","biller","NON VEG BRIYANI & RICE"
"2023-08-16","27329","Egg Fried Rice","140","2","280","0","14","294","50","biller","NON VEG BRIYANI & RICE"
